"","season","game_date","home_id","home_short_display_name","home_winner","away_id","away_short_display_name","away_winner"
"318",2012,2012-03-15,275,"Wisconsin",TRUE,149,"Montana",FALSE
"319",2012,2012-03-15,97,"Louisville",TRUE,2166,"Davidson",FALSE
"320",2012,2012-03-15,2306,"Kansas St",TRUE,2572,"Southern Miss",FALSE
"321",2012,2012-03-15,93,"Murray St",TRUE,36,"Colorado St",FALSE
"322",2012,2012-03-14,25,"California",FALSE,58,"South Florida",TRUE
"323",2012,2012-03-14,2320,"Lamar",FALSE,261,"Vermont",TRUE
"324",2012,2012-03-13,252,"BYU",TRUE,314,"Iona",FALSE
"325",2012,2012-03-13,2400,"Miss Valley St",FALSE,98,"Western KY",TRUE
"326",2013,2013-04-08,97,"Louisville",TRUE,130,"Michigan",FALSE
"327",2013,2013-04-06,130,"Michigan",TRUE,183,"Syracuse",FALSE
"328",2013,2013-04-06,97,"Louisville",TRUE,2724,"Wichita St",FALSE
"329",2013,2013-03-31,97,"Louisville",TRUE,150,"Duke",FALSE
"330",2013,2013-03-31,57,"Florida",FALSE,130,"Michigan",TRUE
"331",2013,2013-03-30,194,"Ohio State",FALSE,2724,"Wichita St",TRUE
"332",2013,2013-03-30,269,"Marquette",FALSE,183,"Syracuse",TRUE
"333",2013,2013-03-29,57,"Florida",TRUE,526,"FGCU",FALSE
"334",2013,2013-03-29,150,"Duke",TRUE,127,"Michigan St",FALSE
"335",2013,2013-03-29,2305,"Kansas",FALSE,130,"Michigan",TRUE
"336",2013,2013-03-29,97,"Louisville",TRUE,2483,"Oregon",FALSE
"337",2013,2013-03-28,2724,"Wichita St",TRUE,2325,"La Salle",FALSE
"338",2013,2013-03-28,84,"Indiana",FALSE,183,"Syracuse",TRUE
"339",2013,2013-03-28,194,"Ohio State",TRUE,12,"Arizona",FALSE
"340",2013,2013-03-28,2390,"Miami",FALSE,269,"Marquette",TRUE
"341",2013,2013-03-24,150,"Duke",TRUE,156,"Creighton",FALSE
"342",2013,2013-03-24,2390,"Miami",TRUE,356,"Illinois",FALSE
